"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"1058",9866382,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 15:33:53,29,4,40,12,8,19,,11,12,0,1,8,47,340,,59,590,590
"1059",9866388,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 15:35:46,20,6,46,8,4,18,,5,5,0,1,5,46,370,,31,565,565
"1060",9866399,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-26 15:41:42,27,10,34,5,4,,5,8,4,0,1,5,53,,570,29,755,755
"1061",9866402,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1062",9866407,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat",,,,,,,,79,42,,9,17,,6,,,2,6,49,,,,210,
"1063",9866482,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-26 16:17:39,34,3,71,18,13,36,,11,13,0,0,2,65,512,,76,854,854
"1064",9866485,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 16:24:46,37,18,84,7,12,,10,14,13,0,1,3,84,,753,60,1096,1096
"1065",9866504,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-26 16:22:39,30,5,32,2,2,2,,44,4,0,0,2,46,226,,45,440,440
"1066",9866505,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-26 16:23:19,24,2,30,2,3,12,,3,2,0,5,5,49,276,,39,452,452
"1067",9866506,"pimgr","consent","realstart",,,,,,,,,,,,,,4,,,,,,,,,0,,,,,,4,
"1068",9866510,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,6,,,,3,,,,,0,2,,,,,11,
"1069",9866514,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1070",9866544,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,41,,,,,,,,,2,3,,,,,46,
"1071",9866546,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat",,,,,,,,,24,35,,7,,,1,,,1,8,39,,,,115,
"1072",9866549,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 17:04:42,21,8,52,3,17,54,,34,9,0,1,9,103,393,,55,759,759
"1073",9866570,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-26 17:22:16,31,16,50,9,20,81,,7,7,0,2,11,78,400,,71,783,783
"1074",9866574,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,6,50,,5,,,10,,,3,5,73,,,,152,
"1075",9866597,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 17:30:30,17,4,27,2,2,14,,4,5,0,1,5,32,237,,21,371,371
"1076",9866611,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 17:56:30,21,6,46,1,2,,1,1,3,0,1,1,54,,950,38,1125,1125
"1077",9866615,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,2,,,,,6,,,,1,3,,,,,12,
"1078",9866655,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-26 18:28:59,22,5,19,5,3,,2,2,2,0,2,2,48,,437,30,579,579
"1079",9866678,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-26 18:42:31,17,9,24,2,9,,4,6,3,0,1,4,28,,557,33,697,697
"1080",9866701,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,10,,,,8,,,,,1,3,,,,,22,
"1081",9866741,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"1082",9866760,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-26 19:36:59,48,6,45,2,3,5,,2,20,0,6,5,132,504,,62,840,840
"1083",9866812,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-26 19:48:58,27,141,31,2,1,,2,3,2,0,0,3,66,,569,36,883,883
"1084",9866902,"pimgr","consent","realstart",,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,4,
"1085",9867040,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-26 21:10:18,29,22,45,7,3,45,,10,7,0,2,9,73,412,,55,719,719
"1086",9867060,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1087",9867100,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,3,,,2,,,,,,0,22,,,,,27,
"1088",9867141,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1089",9867170,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,4,,,,,,2,2,,,,,12,
"1090",9867186,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1091",9867256,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq",,,,,,,,3,,,7,2,,5,,,1,1,60,338,,,417,
"1092",9867276,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat",,,,,,,,,,2,,,,,3,7,,,1,3,59,,,,75,
"1093",9867301,"pimgr","consent","realstart","instdeq","deq","instqiat",,,,,,,,,,,4,42,,3,,,,,,3,2,,,,,54,
"1094",9867306,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-26 23:34:31,154,7,96,9,6,,8,3,8,0,2,6,284,,419,58,1060,1060
"1095",9867328,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1096",9867346,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"1097",9867354,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-26 23:59:53,23,5,25,3,6,3,,4,3,0,2,2,39,248,,26,389,389
