"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"1311",9869991,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-28 16:24:44,28,17,40,3,6,,5,2,3,0,0,10,50,,940,49,1153,1153
"1312",9870002,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-28 16:23:32,19,8,22,4,2,,7,5,6,0,0,4,30,,568,29,704,704
"1313",9870003,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 16:22:20,24,5,42,2,10,35,,9,7,0,0,3,52,380,,55,624,624
"1314",9870009,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1315",9870020,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 16:42:01,55,34,155,2,1,,3,13,35,0,1,2,97,,885,43,1326,1326
"1316",9870031,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-28 16:37:11,35,10,41,3,7,,6,4,3,0,4,4,46,,526,40,729,729
"1317",9870040,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,1,,,,,,,,,1,3,,,,,5,
"1318",9870086,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,4,62,,4,,6,8,,,1,3,56,,,,144,
"1319",9870118,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 17:21:23,16,9,22,3,5,,6,5,10,0,0,3,42,,647,36,804,804
"1320",9870121,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-28 17:16:56,40,9,19,2,37,7,,3,1,0,0,1,31,253,,26,429,429
"1321",9870139,"pimgr","consent","realstart","instdeq","deq","instqiat",,,,,,,,,,,3,36,,3,,,,,,0,2,,,,,44,
"1322",9870153,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-28 17:40:25,20,2,27,2,3,3,,6,1,0,2,2,35,353,,24,480,480
"1323",9870168,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 17:52:00,17,1,32,1,2,,3,3,5,0,1,1,30,,433,27,556,556
"1324",9870187,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-28 18:21:19,40,2,118,8,2,,9,5,3,0,2,3,79,,1093,78,1442,1442
"1325",9870204,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,3,,,,,,,,,2,1,,,,,6,
"1326",9870213,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-28 18:28:51,38,2,36,1,1,4,,4,1,0,3,3,56,376,,79,604,604
"1327",9870219,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-28 18:31:20,28,7,51,6,7,11,,6,6,0,1,5,45,303,,36,512,512
"1328",9870223,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 18:30:03,16,1,24,1,1,2,,1,3,0,0,2,26,256,,33,366,366
"1329",9870224,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-28 18:33:10,23,37,45,3,15,26,,7,2,0,1,3,36,306,,36,540,540
"1330",9870226,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-28 18:38:00,37,8,58,7,15,51,,11,7,0,3,8,49,326,,45,625,625
"1331",9870230,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 18:55:39,34,720,67,13,16,26,,24,11,0,1,17,82,331,,53,1395,1395
"1332",9870270,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 19:19:39,23,8,30,5,6,16,,12,11,0,1,10,50,423,,33,628,628
"1333",9870293,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-28 19:42:08,19,4,22,1,7,9,,3,2,0,0,1,35,428,,26,557,557
"1334",9870306,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-28 20:12:31,33,6,95,1,6,,3,4,4,0,6,3,81,,1392,158,1792,1792
"1335",9870318,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-28 19:56:40,39,2,20,1,64,3,,1,4,0,1,2,36,422,,19,614,614
"1336",9870346,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 20:17:59,24,2,30,10,19,,4,5,4,0,2,8,49,,564,34,755,755
"1337",9870348,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,4,,,,,3,,,,1,3,,,,,11,
"1338",9870358,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 20:34:12,27,11,52,11,14,,11,9,11,0,5,12,53,,596,47,859,859
"1339",9870393,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-28 21:15:07,15,4,45,3,4,,3,21,4,0,2,3,103,,681,34,922,922
"1340",9870424,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-28 21:42:39,37,60,37,6,25,22,,7,9,0,0,6,78,489,,46,822,822
"1341",9870432,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,3,23,,2,,2,,,,0,1,,,,,31,
"1342",9870439,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat",,,,,,,,,,9,,,,,116,7,,,6,9,698,,,,845,
"1343",9870500,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-28 22:34:21,46,2,51,1,7,4,,2,1,0,0,2,63,286,,52,517,517
"1344",9870502,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-28 22:39:28,24,23,45,4,2,36,,15,1,0,1,11,72,429,,54,717,717
"1345",9870507,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat",,,,,,,,,,5,139,,2,17,,,,,1,6,,,,,170,
"1346",9870515,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-28 22:44:32,21,5,23,3,3,,3,6,3,0,1,2,63,,493,29,655,655
"1347",9870521,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-28 22:54:47,29,9,13,2,2,,3,5,1,0,1,2,31,,410,26,534,534
"1348",9870531,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-28 22:56:58,16,4,24,2,3,3,,3,1,0,0,3,43,279,,29,410,410
"1349",9870597,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 00:32:33,17,16,33,4,9,28,,6,5,0,1,4,51,338,,38,550,550
"1350",9870607,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"1351",9870618,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,7,23,,1,,2,2,,,0,3,27,,,,65,
"1352",9870633,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1353",9870642,"pimgr","consent","realstart","instrses","rses","instdeq",,,,,,,,,,,16,,,,,,12,,,3,7,363,,,,401,
"1354",9870648,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 02:12:36,34,2,31,3,118,6,,54,3,0,6,15,53,388,,51,764,764
"1355",9870677,"pimgr","consent","realstart",,,,,,,,,,,,,,17,,,,,,,,,2,,,,,,19,
"1356",9870683,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-29 03:18:43,47,9,95,3,5,13,,4,3,0,6,6,60,363,,73,687,687
"1357",9870706,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,4,,,,3,,,,,4,1,,,,,12,
"1358",9870713,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,8,,,,,,4,,,1,4,51,,,,68,
"1359",9870721,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 05:00:38,32,4,65,13,7,52,,7,10,0,3,4,89,414,,70,770,770
"1360",9870722,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 05:10:04,22,710,24,3,4,,4,4,3,0,2,3,27,,374,21,1201,1201
"1361",9870733,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-29 05:40:49,34,29,68,9,37,,5,16,10,0,1,8,66,,1194,92,1569,1569
"1362",9870734,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,13,,,,,,2,,,1,2,,,,,18,
"1363",9870739,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,5,,,,,,2,,,2,2,48,,,,59,
"1364",9870791,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,4,,,,5,5,,,,,17,
"1365",9870819,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-29 08:34:19,20,5,39,8,2,12,,4,8,1,1,5,43,278,,33,459,459
"1366",9870823,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,16,,,,,,,,,2,3,,,,,21,
"1367",9870847,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-29 09:06:11,33,6,40,5,2,4,,6,5,0,2,6,48,455,,37,649,649
"1368",9870849,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 09:05:27,36,2,49,4,3,12,,3,4,0,2,3,77,318,,66,579,579
"1369",9870854,"pimgr","consent","realstart",,,,,,,,,,,,,,15,,,,,,,,,1,,,,,,16,
"1370",9870859,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,17,,,,,,,,,1,4,,,,,22,
"1371",9870880,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 09:50:34,23,6,47,4,2,3,,3,2,0,1,2,45,357,,30,525,525
"1372",9870907,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 10:17:12,40,6,47,10,4,5,,15,3,0,1,10,61,259,,53,514,514
"1373",9870924,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 10:36:27,45,16,31,6,5,25,,11,8,0,2,7,75,423,,47,701,701
"1374",9870927,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,3,,,,,,6,,,2,6,80,,,,97,
"1375",9870932,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,10,,,,,,1,,,1,4,50,,,,66,
"1376",9870939,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,8,,,,,,,,,1,6,,,,,15,
"1377",9870953,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,14,,,3,,,,,,1,2,,,,,20,
"1378",9870957,"pimgr","consent","realstart","instdeq","deq","instqiat",,,,,,,,,,,2,24,,2,,,,,,1,1,,,,,30,
"1379",9870965,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 11:00:02,33,12,71,8,12,22,,12,6,0,1,8,91,366,,63,705,705
"1380",9870973,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,46,,,,,,,,,4,5,,,,,55,
"1381",9870992,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,
"1382",9870995,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 11:13:05,28,1,37,5,4,14,,1,2,0,0,5,31,380,,38,546,546
"1383",9871055,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1384",9871056,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-29 11:58:15,28,7,26,4,147,6,,6,2,0,0,5,31,266,,31,559,559
"1385",9871065,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,7,26,,10,,2,10,,,1,10,37,,,,103,
"1386",9871071,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,3,20,,5,,,3,,,4,6,56,,,,97,
"1387",9871099,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 12:28:11,26,9,40,6,7,,5,5,8,0,1,7,43,,632,38,827,827
"1388",9871102,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,2,,,,0,2,,,,,7,
"1389",9871122,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1390",9871127,"pimgr","consent","realstart","instdeq","deq","instrses","rses",,,,,,,,,,12,69,,2,,,1,,,1,2,,,,,87,
"1391",9871142,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 14:18:33,17,431,18,3,3,,3,9,5,0,2,8,38,,5026,27,5590,5590
"1392",9871143,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1393",9871200,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,3,,,,,,,,,1,2,,,,,6,
"1394",9871205,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1395",9871208,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 13:47:43,16,2,31,1,11,,2,2,2,0,1,1,28,,500,29,626,626
"1396",9871235,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 14:21:07,18,12,24,4,4,,3,7,4,0,1,7,43,,494,28,649,649
"1397",9871237,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 14:20:33,30,5,27,5,6,21,,6,7,0,1,6,46,339,,38,537,537
"1398",9871249,"pimgr","consent","realstart",,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,4,
"1399",9871283,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 15:02:58,23,9,41,7,4,6,,5,6,0,1,3,35,257,,39,436,436
"1400",9871287,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,5,42,,9,,,11,,,1,6,69,,,,143,
"1401",9871290,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 15:09:38,31,21,43,6,14,24,,38,10,0,1,3,56,319,,46,612,612
"1402",9871295,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,13,,,,52,,,,,1,5,,,,,71,
"1403",9871298,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 15:15:17,10,6,12,6,4,,4,1,3,0,1,3,21,,361,19,451,451
"1404",9871374,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 16:14:31,28,9,32,3,2,,3,5,3,0,0,5,50,,741,40,921,921
"1405",9871379,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 16:11:03,21,8,30,2,4,15,,4,2,0,3,3,34,231,,23,380,380
"1406",9871401,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,3,,,,,,,,,0,4,,,,,7,
"1407",9871407,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-29 16:26:22,15,5,19,1,2,2,,3,1,0,0,2,30,194,,28,302,302
"1408",9871409,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,9,,,,,,,,,1,3,,,,,13,
"1409",9871413,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1410",9871421,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 17:55:47,33,13,35,6,2,25,,4450,10,0,0,144,64,274,,53,5109,5109
"1411",9871451,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,24,,,,45,,13,,,3,10,102,,,,197,
"1412",9871480,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-29 17:51:59,34,214,51,3,14,4,,18,2,0,0,4,154,717,,54,1269,1269
"1413",9871486,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 17:49:11,23,8,48,6,3,17,,3,6,0,1,9,52,315,,42,533,533
"1414",9871489,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,2,,,,,,,,,1,3,,,,,6,
"1415",9871495,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-29 18:37:00,11,68,14,3,7,6,,5,3,0,1,798,15,401,,1115,2447,2447
"1416",9871510,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,
"1417",9871511,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 18:35:40,35,3,64,6,18,,9,10,4,0,0,13,57,,662,95,976,976
"1418",9871527,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 19:03:16,32,10,47,2,2,5,,8,7,0,4,5,72,370,,71,635,635
"1419",9871535,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,3,,,2,,,,,,2,3,,,,,10,
"1420",9871540,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 19:14:15,24,4,32,4,2,,4,3,1,0,2,1,37,,609,52,775,775
"1421",9871547,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 19:20:19,26,42,41,7,3,,5,9,8,0,3,3,45,,516,48,756,756
"1422",9871558,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"1423",9871570,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-29 19:43:57,40,22,63,8,13,42,,13,10,0,1,11,76,361,,52,712,712
"1424",9871579,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,18,,,,,8,,,,1,3,,,,,30,
"1425",9871603,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 20:09:28,29,39,36,15,12,34,,8,11,0,1,7,50,332,,44,618,618
"1426",9871636,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-29 20:37:11,24,2,25,1,1,,5,7,2,0,1,2,40,,582,41,733,733
"1427",9871678,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 21:14:53,15,7,23,2,9,,4,5,4,0,1,5,40,,542,39,696,696
"1428",9871692,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses",,,,,,,,6,68,,11,,10,10,,,1,59067,,,694,,59867,
"1429",9871708,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,3,29,,2,,3,,,,1,2,,,,,40,
"1430",9871712,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 22:05:52,42,1437,44,6,6,,4,9,7,0,2,10,65,,912,50,2594,2594
"1431",9871726,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,5,,,,,,25,,,4,4,,,,,38,
"1432",9871750,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-29 21:56:50,15,7,22,2,2,,5,2,3,0,4,15,40,,477,89,683,683
"1433",9871756,"pimgr","consent","realstart",,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,5,
"1434",9871814,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"1435",9871819,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-29 22:25:12,31,2,29,4,1,156,,3,1,0,1,2,43,246,,31,550,550
"1436",9871884,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,
"1437",9871889,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-29 22:51:09,35,12,36,4,8,107,,10,133,0,1,4,58,340,,237,985,985
"1438",9871901,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat",,,,,,,,,,2,,,,,5,5,,,2,8,69,,,,91,
"1439",9871935,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,16,,,,13,,8,,,2,7,40,,,,86,
"1440",9871937,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-29 23:25:23,20,174,22,3,3,,5,4,2,0,1,3,66,,873,22,1198,1198
"1441",9871943,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd",,,,,,,5,57,,17,41,,6,,,0,3,52,373,,,554,
"1442",9871982,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-30 00:02:10,48,559,37,7,15,,6,204,4,0,3,5,171,,811,89,1959,1959
"1443",9872012,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-30 00:02:17,20,14,32,4,5,,8,6,4,0,3,4,61,,722,44,927,927
"1444",9872018,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,2,,,,1,3,,,,,9,
"1445",9872041,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-30 00:20:33,41,9,44,6,9,,6,8,8,0,1,5,65,,561,49,812,812
"1446",9872094,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-30 01:11:58,26,25,36,7,7,23,,17,11,0,1,8,57,310,,45,573,573
"1447",9872116,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq",,,,,,,,,,7,,,8,6,,,,,3,7,,418,,,449,
"1448",9872135,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-30 01:56:26,16,4,19,1,2,,4,2,5,0,1,5,40,,454,32,585,585
"1449",9872142,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-30 02:09:30,25,5,27,1,2,,5,4,2,0,1,1,45,,523,29,670,670
"1450",9872215,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-30 04:27:42,33,10,78,8,9,,8,11,4,0,3,8,94,,1215,58,1539,1539
"1451",9872222,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-30 04:50:16,41,3,53,2,13,,7,3,10,0,2,9,58,,938,47,1186,1186
"1452",9872236,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-30 04:56:21,19,18,74,7,2,7,,8,4,0,2,7,49,320,,38,555,555
"1453",9872244,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-30 05:09:02,16,19,25,9,2,9,,2,4,0,1,6,42,233,,29,397,397
"1454",9872255,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-30 05:43:10,20,6,34,5,7,26,,3,3,0,3,9,56,374,,41,587,587
"1455",9872256,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-30 05:44:30,19,6,21,5,4,15,,4,6,0,1,2,40,382,,30,535,535
"1456",9872298,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat",,,,,,,,,2,44,,7,,,2,,,1,11,59,,,,126,
"1457",9872388,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-30 08:51:07,47,12,49,7,11,39,,10,9,0,3,11,64,281,,61,604,604
